map_name,x,y,tile_type,walkable,ledge_direction
PALLET_TOWN,0,0,path,True,
PALLET_TOWN,1,0,path,True,
PALLET_TOWN,0,1,wall,False,
PALLET_TOWN,1,1,wall,False,
PALLET_TOWN,2,0,path,True,
PALLET_TOWN,3,0,wall,False,
PALLET_TOWN,2,1,wall,False,
PALLET_TOWN,3,1,wall,False,
PALLET_TOWN,4,0,path,True,
PALLET_TOWN,5,0,path,True,
PALLET_TOWN,4,1,wall,False,
PALLET_TOWN,5,1,wall,False,
PALLET_TOWN,6,0,path,True,
PALLET_TOWN,7,0,path,True,
PALLET_TOWN,6,1,wall,False,
PALLET_TOWN,7,1,wall,False,
PALLET_TOWN,8,0,path,True,
PALLET_TOWN,9,0,wall,False,
PALLET_TOWN,8,1,wall,False,
PALLET_TOWN,9,1,wall,False,
PALLET_TOWN,10,0,grass,True,
PALLET_TOWN,11,0,grass,True,
PALLET_TOWN,10,1,grass,True,
PALLET_TOWN,11,1,grass,True,
PALLET_TOWN,12,0,wall,False,
PALLET_TOWN,13,0,path,True,
PALLET_TOWN,12,1,wall,False,
PALLET_TOWN,13,1,wall,False,
PALLET_TOWN,14,0,path,True,
PALLET_TOWN,15,0,path,True,
PALLET_TOWN,14,1,wall,False,
PALLET_TOWN,15,1,wall,False,
PALLET_TOWN,16,0,path,True,
PALLET_TOWN,17,0,path,True,
PALLET_TOWN,16,1,wall,False,
PALLET_TOWN,17,1,wall,False,
PALLET_TOWN,18,0,wall,False,
PALLET_TOWN,19,0,path,True,
PALLET_TOWN,18,1,wall,False,
PALLET_TOWN,19,1,wall,False,
PALLET_TOWN,0,2,wall,False,
PALLET_TOWN,1,2,path,True,
PALLET_TOWN,0,3,wall,False,
PALLET_TOWN,1,3,path,True,
PALLET_TOWN,2,2,path,True,
PALLET_TOWN,3,2,path,True,
PALLET_TOWN,2,3,path,True,
PALLET_TOWN,3,3,path,True,
PALLET_TOWN,4,2,path,True,
PALLET_TOWN,5,2,path,True,
PALLET_TOWN,4,3,wall,False,
PALLET_TOWN,5,3,wall,False,
PALLET_TOWN,6,2,path,True,
PALLET_TOWN,7,2,path,True,
PALLET_TOWN,6,3,wall,False,
PALLET_TOWN,7,3,wall,False,
PALLET_TOWN,8,2,path,True,
PALLET_TOWN,9,2,path,True,
PALLET_TOWN,8,3,path,True,
PALLET_TOWN,9,3,path,True,
PALLET_TOWN,10,2,path,True,
PALLET_TOWN,11,2,path,True,
PALLET_TOWN,10,3,path,True,
PALLET_TOWN,11,3,path,True,
PALLET_TOWN,12,2,path,True,
PALLET_TOWN,13,2,path,True,
PALLET_TOWN,12,3,wall,False,
PALLET_TOWN,13,3,wall,False,
PALLET_TOWN,14,2,path,True,
PALLET_TOWN,15,2,path,True,
PALLET_TOWN,14,3,wall,False,
PALLET_TOWN,15,3,wall,False,
PALLET_TOWN,16,2,path,True,
PALLET_TOWN,17,2,path,True,
PALLET_TOWN,16,3,path,True,
PALLET_TOWN,17,3,path,True,
PALLET_TOWN,18,2,path,True,
PALLET_TOWN,19,2,wall,False,
PALLET_TOWN,18,3,path,True,
PALLET_TOWN,19,3,wall,False,
PALLET_TOWN,0,4,wall,False,
PALLET_TOWN,1,4,path,True,
PALLET_TOWN,0,5,wall,False,
PALLET_TOWN,1,5,path,True,
PALLET_TOWN,2,4,path,True,
PALLET_TOWN,3,4,path,True,
PALLET_TOWN,2,5,path,True,
PALLET_TOWN,3,5,wall,False,
PALLET_TOWN,4,4,wall,False,
PALLET_TOWN,5,4,wall,False,
PALLET_TOWN,4,5,wall,False,
PALLET_TOWN,5,5,path,True,
PALLET_TOWN,6,4,wall,False,
PALLET_TOWN,7,4,wall,False,
PALLET_TOWN,6,5,wall,False,
PALLET_TOWN,7,5,wall,False,
PALLET_TOWN,8,4,path,True,
PALLET_TOWN,9,4,path,True,
PALLET_TOWN,8,5,path,True,
PALLET_TOWN,9,5,path,True,
PALLET_TOWN,10,4,path,True,
PALLET_TOWN,11,4,path,True,
PALLET_TOWN,10,5,path,True,
PALLET_TOWN,11,5,wall,False,
PALLET_TOWN,12,4,wall,False,
PALLET_TOWN,13,4,wall,False,
PALLET_TOWN,12,5,wall,False,
PALLET_TOWN,13,5,path,True,
PALLET_TOWN,14,4,wall,False,
PALLET_TOWN,15,4,wall,False,
PALLET_TOWN,14,5,wall,False,
PALLET_TOWN,15,5,wall,False,
PALLET_TOWN,16,4,path,True,
PALLET_TOWN,17,4,path,True,
PALLET_TOWN,16,5,path,True,
PALLET_TOWN,17,5,path,True,
PALLET_TOWN,18,4,path,True,
PALLET_TOWN,19,4,wall,False,
PALLET_TOWN,18,5,path,True,
PALLET_TOWN,19,5,wall,False,
PALLET_TOWN,0,6,wall,False,
PALLET_TOWN,1,6,path,True,
PALLET_TOWN,0,7,wall,False,
PALLET_TOWN,1,7,path,True,
PALLET_TOWN,2,6,path,True,
PALLET_TOWN,3,6,path,True,
PALLET_TOWN,2,7,path,True,
PALLET_TOWN,3,7,path,True,
PALLET_TOWN,4,6,path,True,
PALLET_TOWN,5,6,path,True,
PALLET_TOWN,4,7,path,True,
PALLET_TOWN,5,7,path,True,
PALLET_TOWN,6,6,path,True,
PALLET_TOWN,7,6,path,True,
PALLET_TOWN,6,7,path,True,
PALLET_TOWN,7,7,path,True,
PALLET_TOWN,8,6,path,True,
PALLET_TOWN,9,6,path,True,
PALLET_TOWN,8,7,path,True,
PALLET_TOWN,9,7,path,True,
PALLET_TOWN,10,6,path,True,
PALLET_TOWN,11,6,path,True,
PALLET_TOWN,10,7,path,True,
PALLET_TOWN,11,7,path,True,
PALLET_TOWN,12,6,path,True,
PALLET_TOWN,13,6,path,True,
PALLET_TOWN,12,7,path,True,
PALLET_TOWN,13,7,path,True,
PALLET_TOWN,14,6,path,True,
PALLET_TOWN,15,6,path,True,
PALLET_TOWN,14,7,path,True,
PALLET_TOWN,15,7,path,True,
PALLET_TOWN,16,6,path,True,
PALLET_TOWN,17,6,path,True,
PALLET_TOWN,16,7,path,True,
PALLET_TOWN,17,7,path,True,
PALLET_TOWN,18,6,path,True,
PALLET_TOWN,19,6,wall,False,
PALLET_TOWN,18,7,path,True,
PALLET_TOWN,19,7,wall,False,
PALLET_TOWN,0,8,wall,False,
PALLET_TOWN,1,8,path,True,
PALLET_TOWN,0,9,wall,False,
PALLET_TOWN,1,9,path,True,
PALLET_TOWN,2,8,path,True,
PALLET_TOWN,3,8,path,True,
PALLET_TOWN,2,9,path,True,
PALLET_TOWN,3,9,path,True,
PALLET_TOWN,4,8,path,True,
PALLET_TOWN,5,8,path,True,
PALLET_TOWN,4,9,wall,False,
PALLET_TOWN,5,9,wall,False,
PALLET_TOWN,6,8,path,True,
PALLET_TOWN,7,8,path,True,
PALLET_TOWN,6,9,wall,False,
PALLET_TOWN,7,9,wall,False,
PALLET_TOWN,8,8,path,True,
PALLET_TOWN,9,8,path,True,
PALLET_TOWN,8,9,path,True,
PALLET_TOWN,9,9,path,True,
PALLET_TOWN,10,8,wall,False,
PALLET_TOWN,11,8,wall,False,
PALLET_TOWN,10,9,wall,False,
PALLET_TOWN,11,9,wall,False,
PALLET_TOWN,12,8,wall,False,
PALLET_TOWN,13,8,wall,False,
PALLET_TOWN,12,9,wall,False,
PALLET_TOWN,13,9,wall,False,
PALLET_TOWN,14,8,wall,False,
PALLET_TOWN,15,8,wall,False,
PALLET_TOWN,14,9,wall,False,
PALLET_TOWN,15,9,wall,False,
PALLET_TOWN,16,8,path,True,
PALLET_TOWN,17,8,path,True,
PALLET_TOWN,16,9,path,True,
PALLET_TOWN,17,9,path,True,
PALLET_TOWN,18,8,path,True,
PALLET_TOWN,19,8,wall,False,
PALLET_TOWN,18,9,path,True,
PALLET_TOWN,19,9,wall,False,
PALLET_TOWN,0,10,wall,False,
PALLET_TOWN,1,10,path,True,
PALLET_TOWN,0,11,wall,False,
PALLET_TOWN,1,11,path,True,
PALLET_TOWN,2,10,path,True,
PALLET_TOWN,3,10,path,True,
PALLET_TOWN,2,11,path,True,
PALLET_TOWN,3,11,path,True,
PALLET_TOWN,4,10,path,True,
PALLET_TOWN,5,10,path,True,
PALLET_TOWN,4,11,path,True,
PALLET_TOWN,5,11,path,True,
PALLET_TOWN,6,10,path,True,
PALLET_TOWN,7,10,path,True,
PALLET_TOWN,6,11,path,True,
PALLET_TOWN,7,11,path,True,
PALLET_TOWN,8,10,path,True,
PALLET_TOWN,9,10,path,True,
PALLET_TOWN,8,11,path,True,
PALLET_TOWN,9,11,path,True,
PALLET_TOWN,10,10,wall,False,
PALLET_TOWN,11,10,wall,False,
PALLET_TOWN,10,11,wall,False,
PALLET_TOWN,11,11,wall,False,
PALLET_TOWN,12,10,wall,False,
PALLET_TOWN,13,10,wall,False,
PALLET_TOWN,12,11,path,True,
PALLET_TOWN,13,11,wall,False,
PALLET_TOWN,14,10,wall,False,
PALLET_TOWN,15,10,wall,False,
PALLET_TOWN,14,11,wall,False,
PALLET_TOWN,15,11,wall,False,
PALLET_TOWN,16,10,path,True,
PALLET_TOWN,17,10,path,True,
PALLET_TOWN,16,11,path,True,
PALLET_TOWN,17,11,path,True,
PALLET_TOWN,18,10,path,True,
PALLET_TOWN,19,10,wall,False,
PALLET_TOWN,18,11,path,True,
PALLET_TOWN,19,11,wall,False,
PALLET_TOWN,0,12,wall,False,
PALLET_TOWN,1,12,path,True,
PALLET_TOWN,0,13,wall,False,
PALLET_TOWN,1,13,path,True,
PALLET_TOWN,2,12,path,True,
PALLET_TOWN,3,12,path,True,
PALLET_TOWN,2,13,path,True,
PALLET_TOWN,3,13,path,True,
